Age,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Loyal Customer,Business Travel,satisfied
43,3,1243,4,4,4,4,3,4,4,5,5,5,5,3,5,3,6,4,0,1,1,1
39,3,1824,2,5,5,5,1,3,3,2,2,2,2,3,2,3,0,0,0,1,1,0
28,1,840,1,5,1,4,2,1,2,2,5,2,5,3,4,2,0,0,1,1,0,0
56,1,691,2,5,2,2,3,2,3,3,5,4,5,4,5,3,5,0,1,1,0,0
26,1,192,2,5,2,4,4,2,2,4,3,1,1,1,4,4,0,3,1,0,1,0
60,3,1733,1,0,0,3,5,1,2,4,4,0,4,2,4,3,3,0,0,1,1,0
52,1,448,4,2,2,2,2,2,3,4,4,4,4,5,4,5,2,63,0,1,1,1
56,1,641,2,3,4,4,2,4,4,2,2,2,2,1,2,4,0,0,0,1,1,0
25,1,912,0,3,1,2,3,1,2,3,3,1,2,5,1,3,0,0,1,1,0,1
26,3,280,2,5,2,3,3,2,3,3,3,2,5,5,4,3,0,0,1,0,1,0
45,3,2788,0,0,0,1,2,5,4,2,2,2,2,3,2,5,39,33,1,1,1,1
66,1,308,2,3,2,1,4,4,3,3,3,2,3,5,3,5,0,0,0,1,0,0
10,3,1826,2,2,2,2,2,2,2,2,1,3,3,4,3,2,20,0,1,1,1,0
10,3,495,3,3,3,3,5,4,5,5,3,5,5,5,4,5,16,0,1,1,1,1
16,3,612,2,3,3,3,2,2,2,2,1,3,3,4,4,2,33,33,0,1,1,0
32,1,429,3,4,3,1,2,3,2,2,5,5,3,5,2,2,0,5,0,1,0,0
23,1,272,1,4,1,3,5,1,5,5,5,4,5,4,4,5,0,0,1,1,0,0
61,3,2748,5,5,5,5,3,2,4,4,4,4,5,2,4,1,0,0,1,1,1,1
15,3,1448,3,3,3,3,5,5,5,5,4,1,4,2,4,5,0,0,1,1,1,1
59,1,507,3,5,4,4,3,4,4,3,3,4,2,2,3,3,0,0,0,1,0,0
30,1,787,3,4,3,1,4,3,4,4,4,2,5,4,5,4,6,0,0,1,0,0
59,3,2010,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,4,1,1,1,1
64,1,919,2,1,2,3,3,3,3,2,2,2,2,3,2,3,44,47,0,1,0,0
62,1,429,4,2,4,3,5,4,3,5,5,4,5,4,5,2,0,0,0,1,0,1
25,2,2237,2,2,3,2,2,2,4,2,2,4,3,1,4,2,0,0,0,1,1,0
70,2,347,2,5,2,4,3,4,5,4,4,2,4,5,4,3,0,0,0,1,0,0
64,1,419,1,5,4,1,3,4,3,3,3,4,1,1,4,3,0,0,1,1,0,0
64,1,386,3,4,3,4,4,3,4,4,3,3,4,5,4,4,81,79,1,1,0,0
28,1,862,1,1,1,1,5,1,5,5,3,2,1,3,2,5,10,7,1,1,0,0
26,3,268,2,0,2,4,2,2,2,2,3,4,4,4,5,2,0,0,1,0,1,0
54,3,1546,3,2,2,2,3,2,3,3,3,3,3,3,3,4,0,19,1,1,1,0
39,2,925,4,4,4,4,4,4,4,4,2,1,2,5,3,4,0,0,1,1,1,1
22,3,3632,3,3,3,3,3,4,3,3,1,3,5,5,2,3,0,1,0,1,1,1
41,3,3230,4,4,4,4,4,4,4,5,5,4,5,3,5,3,25,20,0,1,1,1
41,3,2284,3,4,4,4,3,2,2,3,3,3,3,1,3,3,0,0,1,1,1,0
60,1,746,2,5,2,1,2,4,4,3,3,2,3,5,3,5,1,0,0,1,0,0
28,1,432,3,5,3,3,2,3,2,2,5,5,4,1,1,2,0,0,0,0,1,0
23,3,1598,1,1,1,1,5,5,5,5,1,4,4,1,3,5,2,0,0,1,1,1
24,1,874,3,0,4,4,3,4,3,3,3,5,4,2,4,3,0,0,0,1,0,0
22,3,1379,5,0,5,1,3,5,3,3,3,4,5,3,4,3,0,5,0,0,1,1
22,1,1013,1,1,1,3,5,1,5,5,2,3,3,3,3,5,0,0,0,0,1,0
51,3,325,0,0,0,4,2,4,5,4,4,4,4,3,4,4,0,0,1,1,1,1
37,1,399,2,1,1,1,2,3,2,2,5,1,2,5,3,2,0,0,0,1,1,1
51,1,451,2,4,4,4,2,2,2,2,3,5,4,1,4,2,0,0,1,1,1,0
44,1,899,2,2,2,2,4,5,5,2,2,2,2,1,2,5,41,24,0,1,1,1
60,3,253,3,3,3,3,4,3,3,3,3,3,3,1,3,1,11,2,0,1,1,0
80,3,373,1,1,1,5,2,5,4,2,2,1,2,5,2,3,0,0,1,0,1,0
60,1,1035,3,4,3,3,5,4,5,5,5,3,5,3,5,3,0,11,0,1,0,0
33,3,349,2,1,1,2,3,1,3,3,5,5,5,3,5,3,14,15,0,0,1,0
36,3,255,5,5,5,5,3,4,4,4,4,4,4,5,4,5,0,0,0,1,1,1
49,3,3162,5,1,5,5,5,4,5,3,3,2,3,5,3,3,0,0,0,1,1,1
27,3,2153,3,3,3,2,1,3,1,1,4,3,5,3,4,1,0,6,0,0,1,0
23,3,404,5,4,5,3,4,5,4,4,4,4,5,3,5,4,0,0,0,0,1,1
43,1,1407,1,5,1,4,5,1,5,5,3,1,4,5,1,5,16,22,1,1,0,0
39,1,1735,1,5,1,5,1,1,1,1,4,5,3,5,5,1,23,0,0,1,0,0
60,3,2424,1,1,1,1,5,4,4,5,5,5,5,4,5,5,0,0,1,1,1,1
30,3,3439,1,1,1,1,5,5,5,5,5,5,1,5,1,5,25,18,1,1,1,1
41,3,304,2,2,2,4,1,2,1,1,5,5,4,2,4,1,0,0,0,0,1,0
38,3,3563,1,1,1,1,5,3,4,4,4,4,4,3,4,5,12,12,0,1,1,1
45,3,1733,3,3,3,3,1,2,2,5,5,5,3,3,5,3,81,97,1,1,1,1
33,1,639,3,5,3,5,4,3,4,4,5,5,4,3,5,4,83,121,1,1,0,0
55,1,332,1,2,1,3,4,4,4,2,2,1,3,2,2,1,0,0,0,1,0,0
45,3,129,1,1,1,1,1,3,5,4,4,4,3,3,4,5,32,45,1,1,1,1
31,3,3904,4,4,5,4,5,5,5,5,3,3,1,4,5,5,0,0,1,1,1,1
22,1,1723,5,5,5,5,2,5,2,2,4,4,4,3,4,2,0,0,0,0,1,1
60,3,2879,2,4,4,4,3,3,4,2,2,2,2,1,2,4,9,22,1,1,1,0
36,1,1674,4,2,4,3,3,4,3,3,3,1,4,2,4,3,2,0,1,1,0,0
7,3,1020,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0,1,1,1,1
58,3,455,5,5,5,5,5,4,4,3,3,4,3,5,3,3,64,62,0,1,1,1
60,3,644,1,1,1,1,4,5,5,5,5,5,5,4,5,4,8,15,1,1,1,1
24,1,315,3,1,3,3,5,3,5,5,3,3,3,3,3,5,73,109,0,0,1,0
20,1,853,0,4,0,4,5,4,5,5,5,2,4,3,4,5,0,8,0,1,0,1
52,1,867,2,4,2,3,4,5,4,4,4,2,4,4,4,5,0,0,0,1,0,0
43,3,1899,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0,0,1,1,1,0
18,1,201,3,2,3,3,5,3,5,5,4,3,4,3,3,5,43,47,1,0,1,0
19,1,1371,3,5,3,3,2,3,2,2,5,5,5,4,5,2,0,0,0,1,0,0
55,1,460,3,5,3,4,4,5,5,4,4,3,2,4,4,3,0,0,0,1,0,0
55,1,641,4,4,4,1,4,5,5,1,1,4,1,5,1,5,0,0,0,1,0,1
48,3,270,5,5,5,5,4,5,5,5,5,5,5,5,5,4,0,5,0,1,1,1
58,3,125,5,5,5,5,3,4,5,4,4,4,5,5,4,3,65,67,1,1,1,1
31,3,229,5,5,5,4,5,5,5,5,3,2,4,4,5,5,0,0,1,1,0,1
60,1,705,4,2,2,2,4,4,4,4,2,2,4,2,3,4,0,0,1,1,1,0
25,3,502,4,5,4,1,4,4,4,4,4,3,5,4,4,4,7,9,1,0,1,0
69,1,2165,2,4,1,3,3,1,3,3,3,4,3,4,4,3,4,0,1,1,0,0
42,3,77,5,5,5,5,5,5,4,4,4,4,5,4,4,5,0,0,1,1,1,1
59,1,594,2,1,1,1,2,2,2,2,1,5,3,1,2,2,11,0,1,1,1,0
67,1,190,2,1,2,3,1,2,1,1,1,4,3,4,4,1,0,0,1,1,0,0
25,3,3572,2,5,5,5,2,2,2,2,2,4,3,2,4,2,0,0,1,1,1,0
49,1,251,1,4,4,4,2,1,2,2,3,2,2,1,2,2,0,0,1,1,1,0
45,3,794,1,1,1,1,3,2,2,2,2,2,2,1,2,4,8,2,0,1,1,1
43,1,309,3,5,3,1,4,4,4,1,1,3,1,5,1,5,0,0,0,1,0,0
62,3,175,3,4,3,4,2,4,5,1,1,3,1,4,1,4,0,0,1,1,0,0
23,1,577,3,3,3,4,5,3,5,5,1,4,4,3,4,5,1,0,1,0,1,0
49,3,1979,4,4,5,4,4,5,5,4,4,4,4,5,4,5,6,0,1,1,1,1
18,1,239,1,3,1,2,1,1,1,1,4,2,1,3,1,1,0,0,0,1,0,0
41,1,1180,3,5,3,4,2,3,2,2,3,5,4,4,4,2,8,36,1,1,0,0
40,3,868,1,1,1,1,3,5,4,4,4,4,4,5,4,3,2,4,0,1,1,1
43,3,2944,4,1,4,1,3,3,4,4,4,4,4,4,4,1,0,0,1,1,1,0
50,3,3528,1,1,1,1,5,4,5,5,5,5,5,4,5,4,34,20,0,1,1,1
25,3,592,1,0,1,2,2,1,2,2,4,4,4,3,4,2,0,7,1,0,1,0
54,1,784,1,4,1,3,2,3,3,2,2,1,2,2,2,4,0,13,0,1,0,0
21,1,270,3,0,3,3,3,3,3,3,4,5,5,3,4,3,0,0,1,1,0,0
24,3,1904,1,1,1,1,5,5,5,5,3,5,4,5,5,5,0,1,1,1,1,1
24,1,260,2,2,2,4,2,2,2,2,4,3,4,3,4,2,0,6,0,0,1,0
46,1,362,2,4,2,4,5,2,5,5,3,2,5,4,4,5,112,109,1,1,0,0
61,1,643,2,4,2,2,4,5,4,5,5,2,5,4,5,5,100,112,0,1,0,0
51,3,370,5,5,3,5,3,4,4,4,4,4,4,4,4,5,2,0,1,1,1,1
14,2,372,2,1,2,3,3,2,3,3,4,4,1,3,2,3,14,18,0,1,0,0
38,1,177,1,4,3,4,1,1,1,1,1,4,4,4,4,1,13,44,0,1,1,0
26,3,677,3,3,3,3,4,3,4,4,5,2,4,5,5,4,0,13,1,0,1,0
61,1,323,2,5,2,2,4,2,4,4,4,4,3,5,4,4,0,0,1,1,0,0
58,3,2759,2,2,2,2,2,5,4,4,4,4,4,3,4,4,59,51,0,1,1,1
60,1,926,4,5,3,4,4,5,5,2,2,3,2,4,2,5,48,40,0,1,0,0
37,3,193,1,2,2,2,3,3,3,4,4,4,1,2,4,2,0,0,0,1,1,0
34,3,3524,5,5,5,5,3,4,5,5,5,5,5,5,5,3,7,2,0,1,1,1
28,3,1096,2,2,2,3,2,2,2,2,5,2,5,5,5,2,15,0,0,0,1,0
39,3,1283,5,5,5,5,2,5,2,2,4,3,5,5,5,2,9,4,0,0,1,1
20,1,73,5,5,5,5,5,5,5,5,3,3,5,1,4,5,15,25,0,1,1,1
8,1,102,1,4,1,2,1,1,1,1,2,3,4,3,5,1,0,0,0,1,0,0
50,3,3332,3,3,3,3,3,4,5,4,4,4,4,3,4,4,39,34,0,1,1,1
46,1,645,3,2,2,2,3,3,3,2,1,2,4,3,3,3,141,139,0,1,1,0
38,3,150,4,4,4,4,3,4,2,4,4,4,3,2,4,4,0,0,0,1,1,1
35,1,335,2,5,5,5,2,2,2,2,3,2,4,4,4,2,0,0,1,1,1,0
58,3,1668,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0,0,0,1,1,1
54,3,484,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1
40,3,304,1,1,1,1,5,4,4,4,4,4,4,5,4,4,6,0,0,1,1,1
48,3,2787,5,5,4,5,5,4,5,4,4,5,4,5,4,4,0,0,0,1,1,1
11,1,885,2,2,2,3,4,2,4,4,5,2,4,3,4,4,0,0,0,0,1,0
27,3,175,3,2,2,4,3,2,3,3,4,4,5,5,4,3,11,7,0,0,1,0
47,3,647,1,1,1,1,3,4,5,5,5,5,5,5,5,5,17,7,1,1,1,1
57,1,308,2,4,2,3,5,5,5,4,4,2,1,4,4,4,0,0,0,1,0,0
50,3,1171,4,4,3,4,5,4,5,4,4,4,4,3,4,4,0,0,0,1,1,1
44,1,308,3,4,3,4,2,3,2,2,1,5,3,1,3,2,0,0,1,1,0,0
14,1,371,2,1,2,2,4,2,4,4,3,2,1,3,2,4,50,44,0,1,0,0
59,3,926,4,4,4,4,4,4,5,5,5,5,5,4,5,4,5,52,1,1,1,1
37,3,3736,2,3,3,3,2,1,1,2,2,1,2,3,2,3,0,0,1,1,1,0
52,3,2312,1,1,1,1,2,5,4,4,4,4,4,4,4,4,0,0,0,1,1,1
42,1,305,1,4,1,1,5,1,5,5,4,3,5,5,5,5,0,0,1,1,0,0
68,1,192,4,3,5,3,4,4,4,4,2,2,2,1,1,4,0,0,1,1,1,0
39,3,1107,4,4,4,4,3,4,4,5,5,5,5,3,5,2,0,0,0,1,1,1
56,3,861,4,4,4,4,5,4,5,5,5,5,5,5,5,3,0,1,1,1,1,1
26,1,785,1,5,1,5,1,1,5,1,5,3,4,4,5,1,32,39,0,1,0,0
51,1,468,1,3,1,4,4,5,4,4,4,1,4,4,4,3,0,0,0,1,0,0
25,1,2994,2,2,2,4,2,4,2,2,1,4,4,2,3,2,306,278,0,0,1,0
67,2,1448,3,1,3,3,5,3,2,2,2,3,2,1,2,2,0,0,0,1,0,0
7,1,237,2,5,0,1,3,0,3,3,3,2,4,3,5,3,20,11,1,1,0,0
9,2,2475,3,2,4,4,4,4,2,4,3,3,3,2,4,2,0,0,0,1,0,0
40,1,631,1,5,3,5,1,1,1,3,4,3,4,1,4,1,123,134,1,1,1,0
39,3,236,2,2,2,2,1,3,1,4,4,4,4,3,4,5,0,0,0,1,1,1
51,3,594,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0,1,1,1,1
36,3,882,3,3,3,3,2,3,2,2,4,5,4,5,5,2,0,0,1,0,1,0
20,1,429,1,4,1,3,1,1,1,3,3,4,4,1,4,1,184,193,1,0,1,0
39,3,1438,4,4,4,4,1,3,4,4,4,3,4,2,4,2,0,1,1,1,1,0
56,1,2039,3,4,2,3,2,4,5,1,1,2,5,4,1,4,44,12,0,1,0,0
36,3,332,0,0,0,1,2,2,1,2,2,2,2,3,2,5,0,0,1,1,1,1
40,3,3904,5,5,5,5,1,2,1,4,4,4,4,4,4,4,0,0,1,1,1,1
68,1,679,5,4,5,2,2,2,3,2,2,5,2,1,2,5,11,10,0,1,0,1
21,3,3038,4,4,4,4,4,4,5,4,3,4,4,4,5,4,2,0,0,1,1,1
32,1,1199,3,4,3,4,3,3,1,3,4,3,3,4,3,3,84,115,1,1,0,0
20,1,247,2,4,2,3,3,2,3,3,2,1,4,1,3,3,0,0,0,0,1,0
34,1,872,0,3,0,3,1,0,1,1,1,3,3,1,4,1,0,0,1,1,0,1
20,1,928,3,3,3,3,2,3,2,2,4,4,4,5,5,2,31,12,0,0,1,0
41,3,251,0,0,0,5,2,5,4,4,4,4,4,3,4,4,0,0,0,1,1,1
18,1,1076,2,2,2,1,5,2,5,5,2,5,1,4,3,5,0,0,0,0,1,0
51,1,1157,3,4,3,2,2,4,5,1,1,3,4,4,1,5,0,0,0,1,0,0
34,1,967,3,3,3,3,2,3,2,2,4,1,4,4,4,2,0,0,0,0,1,0
55,3,130,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0,1,1,1,1
62,1,502,2,4,2,3,5,2,5,5,5,4,4,4,4,5,73,56,1,1,0,0
51,3,2591,1,1,4,1,3,4,4,5,5,4,5,5,5,4,0,0,0,1,1,1
46,3,2911,1,1,1,1,4,3,2,5,5,5,3,4,5,3,0,0,1,1,1,1
30,1,328,3,0,3,2,4,3,4,4,3,5,4,4,5,4,0,0,1,1,0,0
47,3,649,5,5,5,5,2,4,5,3,3,3,3,4,3,3,0,0,0,1,1,1
29,3,2012,3,3,3,3,4,4,4,4,5,2,5,5,3,4,0,2,0,1,1,1
37,3,3629,3,3,3,3,3,5,4,4,4,4,4,4,4,5,0,0,0,1,1,1
24,1,431,1,5,1,4,5,1,3,5,5,3,4,3,5,5,0,0,1,1,0,0
45,3,397,2,1,1,1,4,4,3,2,2,2,2,2,2,4,0,0,1,1,1,0
51,1,946,2,4,2,4,3,3,3,5,5,2,4,2,5,4,4,0,0,1,0,0
61,1,417,2,5,2,4,2,2,2,2,2,1,1,2,5,2,0,0,1,1,0,0
40,3,3505,0,0,0,4,2,4,4,1,1,1,1,4,1,3,0,0,0,1,1,1
48,1,602,4,5,4,3,2,5,4,4,4,4,2,3,4,3,0,0,0,1,0,0
41,1,239,4,3,4,4,3,4,3,3,4,1,3,3,4,3,6,1,0,1,0,0
27,1,1250,3,3,3,4,5,3,5,5,2,3,4,2,3,5,42,70,0,0,1,0
24,1,1947,2,4,2,4,1,2,1,1,3,5,5,3,4,1,0,0,1,1,0,0
51,1,837,2,1,2,3,1,2,1,1,4,4,4,2,3,1,29,17,1,1,0,0
19,2,247,2,2,1,1,2,2,2,2,1,4,4,2,4,2,31,21,1,1,1,0
29,3,1089,4,4,4,1,4,4,4,4,4,4,5,5,4,4,45,59,0,0,1,1
22,1,620,5,1,4,4,5,5,4,5,4,3,1,5,3,5,8,0,1,1,1,1
40,1,491,2,3,2,3,5,2,5,5,1,3,3,2,3,5,36,30,1,1,0,0
28,3,667,2,3,2,2,2,1,2,2,4,2,3,3,2,2,0,0,0,1,1,0
51,3,240,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,0,0,1,1,1
45,3,2960,3,3,2,3,3,5,5,3,3,4,3,5,3,5,0,0,1,1,1,1
23,1,612,2,0,2,3,5,2,1,5,5,5,4,3,5,5,25,10,0,0,1,0
66,3,3814,4,1,1,1,1,1,3,4,4,4,4,2,4,2,0,0,0,1,1,0
43,3,2915,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0,0,1,1,1
70,1,255,3,2,3,3,5,3,5,5,3,3,2,4,3,5,0,0,1,1,0,0
34,3,3080,5,5,4,5,3,4,5,5,5,5,5,5,5,4,8,0,1,1,1,1
38,3,3302,4,4,4,4,2,3,3,4,4,3,4,1,4,1,0,0,0,1,1,0
41,1,1514,4,3,4,4,1,4,1,1,1,2,4,4,3,1,0,36,0,1,0,0
42,3,2020,2,2,2,2,3,5,5,4,4,4,4,4,4,5,29,44,0,1,1,1
73,1,107,3,4,3,4,3,3,1,3,4,2,4,4,4,3,82,81,0,0,1,0
34,2,883,1,4,1,4,1,1,1,1,2,2,3,3,3,1,0,0,1,1,0,0
11,3,980,4,0,4,5,5,4,5,5,3,2,5,4,4,5,0,0,0,0,1,1
38,3,1709,4,4,4,4,5,5,2,4,4,4,4,2,4,1,0,0,0,1,1,1
60,1,185,1,1,1,2,4,1,2,4,1,3,3,1,3,4,0,14,1,1,0,0
41,3,209,4,4,4,4,1,3,3,2,2,2,4,1,2,2,95,100,0,1,1,0
40,1,160,2,3,3,3,2,2,2,2,2,3,4,1,3,2,0,0,1,1,1,0
54,1,447,3,4,3,3,3,5,5,3,3,3,4,3,3,4,42,43,0,1,0,0
22,3,2058,2,1,1,1,2,2,2,2,1,4,1,2,2,2,19,19,0,1,1,0
32,1,260,4,3,4,4,4,4,4,4,5,4,5,4,5,4,17,22,1,1,1,1
30,1,432,1,0,1,2,3,1,5,3,1,4,3,4,3,3,0,14,1,0,1,0
29,3,1616,1,3,4,3,1,1,1,1,2,1,4,3,4,1,24,9,0,1,1,0
22,1,943,1,1,1,4,1,1,1,1,2,4,4,4,4,1,13,42,1,0,1,0
51,3,405,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0,1,1,1,1
59,1,1670,3,4,3,3,5,3,3,1,1,3,1,3,1,1,0,0,0,1,0,0
49,3,3980,0,0,0,4,4,5,4,2,2,2,2,3,2,4,0,0,0,1,1,1
22,3,758,3,3,3,3,4,4,4,4,5,5,4,5,5,4,0,0,1,1,1,1
40,1,1587,3,4,3,5,1,3,1,1,5,2,5,3,5,1,0,6,0,1,0,0
58,3,861,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0,1,1,1,1
12,1,1208,2,1,1,3,4,1,4,4,4,4,4,2,4,4,0,0,1,1,0,0
12,1,1721,1,3,2,4,5,2,5,5,1,3,4,2,3,5,0,4,0,1,0,0
44,1,250,3,4,3,1,4,5,4,2,2,3,2,5,2,3,0,3,0,1,0,0
10,1,1055,2,4,2,1,1,2,1,1,5,4,4,3,4,1,0,0,1,1,0,0
24,1,1448,3,3,3,4,3,3,3,3,4,5,2,1,3,3,0,0,0,0,1,0
47,1,2704,3,5,3,3,4,3,4,4,4,1,3,1,4,4,0,0,1,1,0,0
39,1,1587,3,3,3,3,1,3,1,1,1,3,3,4,4,1,7,1,1,1,0,0
39,2,440,4,5,4,3,3,4,3,3,5,4,5,4,4,3,0,0,1,1,0,1
52,2,2125,2,3,4,3,2,2,2,2,3,5,2,4,4,2,4,0,1,1,1,0
23,1,325,1,2,1,4,2,1,2,2,1,2,3,3,3,2,34,18,1,1,0,0
46,3,1502,3,3,5,3,3,4,5,3,3,4,3,4,3,4,1,6,0,1,1,1
22,3,1598,2,1,2,4,2,2,2,2,1,4,4,4,4,2,87,86,1,0,1,0
15,1,646,4,0,4,3,3,4,3,3,3,4,5,5,5,3,0,0,0,0,1,0
19,1,404,3,3,3,3,3,3,3,3,1,2,4,1,3,3,0,1,0,1,0,0
57,2,580,3,3,3,3,2,3,4,3,3,3,3,3,3,4,0,0,0,1,1,0
39,3,1514,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0,0,1,1,1
37,1,762,2,5,2,2,2,2,2,2,5,5,5,4,5,2,0,0,1,1,0,0
25,3,1877,2,2,2,2,4,4,4,4,1,5,1,1,4,4,0,0,0,1,1,1
70,1,2165,3,4,4,3,2,3,5,5,5,4,5,5,5,4,22,31,0,1,0,0
60,1,239,1,5,1,2,5,1,5,5,2,1,1,3,5,5,47,54,1,1,0,0
36,3,1934,2,2,2,2,1,4,1,5,5,5,5,3,5,2,11,9,1,1,1,1
24,3,546,5,5,4,5,5,5,5,5,5,2,5,5,5,5,0,0,0,1,1,1
37,1,337,5,5,5,5,5,5,5,5,2,1,5,4,2,5,0,0,0,1,1,1
57,3,373,1,1,1,1,4,5,5,5,5,5,5,5,5,3,0,11,0,1,1,1
23,3,3832,2,2,2,2,4,4,4,4,5,3,4,4,5,4,0,2,0,1,1,1
39,3,3528,2,2,3,2,3,5,4,4,4,5,4,3,4,5,0,0,1,1,1,1
44,3,2105,4,4,4,4,2,3,5,2,2,2,2,5,2,4,0,0,0,1,1,1
29,3,447,1,3,3,3,1,2,1,1,3,2,4,1,4,1,0,0,0,1,1,0
34,3,1565,3,5,1,1,5,3,3,3,3,3,3,2,3,3,3,1,1,1,1,0
57,3,468,1,1,1,1,4,5,5,4,4,4,4,5,4,5,41,37,0,1,1,1
14,1,944,5,5,5,3,4,5,4,4,1,5,2,5,1,4,0,0,1,1,0,1
11,1,301,2,2,2,4,1,2,1,1,1,3,3,4,3,1,2,0,1,1,0,0
64,1,1055,3,4,4,3,3,5,4,4,4,4,4,3,4,5,11,17,0,1,0,0
19,1,484,5,1,5,4,4,5,4,4,3,2,3,2,3,4,60,77,1,1,0,1
66,3,862,3,3,3,3,5,3,4,3,3,3,3,4,3,4,40,35,0,1,1,0
25,1,141,2,0,2,4,1,2,1,1,5,5,4,5,1,1,4,6,1,0,1,0
31,3,1609,1,0,0,4,5,0,5,5,5,3,3,4,4,5,39,3,1,0,1,0
22,1,1005,5,4,4,3,1,4,1,1,5,2,4,4,5,1,1,3,1,0,1,1
57,1,363,5,5,5,3,5,5,5,5,3,4,5,5,4,5,0,0,1,1,0,1
18,1,337,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0,0,1,0,1
60,1,895,4,5,4,4,3,4,5,3,3,4,3,3,3,3,42,69,0,1,0,0
58,3,667,5,5,5,5,3,5,5,3,3,2,3,3,3,3,3,0,0,1,1,1
69,1,1162,3,3,3,4,2,3,5,2,4,4,3,1,3,2,1,0,1,1,0,0
75,3,371,1,1,1,1,4,2,2,1,1,1,1,1,1,1,14,11,1,1,1,0
8,1,978,3,3,3,1,4,3,2,4,1,5,3,3,2,4,3,0,1,0,1,0
51,1,214,2,0,2,2,5,2,3,5,3,4,5,3,4,5,38,66,1,1,0,0
23,1,2342,3,5,3,4,1,3,1,1,1,1,4,3,1,1,0,0,0,1,0,0
31,3,2342,3,5,5,5,3,3,3,3,4,3,2,3,3,3,23,9,0,1,1,0
65,1,581,3,5,3,3,3,5,5,4,4,3,4,3,4,4,0,0,0,1,0,0
40,3,1597,4,4,4,4,5,5,5,3,3,3,3,5,3,5,15,21,1,1,1,1
28,3,837,5,5,5,5,5,5,5,5,1,1,2,4,4,5,0,0,1,1,1,1
16,3,2884,3,3,3,3,3,4,3,3,3,5,1,1,3,3,63,62,0,1,1,1
37,2,595,2,2,2,3,4,2,4,4,2,1,3,4,3,4,0,20,0,1,0,0
66,3,393,2,3,3,3,4,3,4,2,2,2,2,3,2,1,0,0,1,1,1,0
59,1,1048,4,2,2,2,1,4,3,4,4,4,4,1,4,2,0,0,0,1,1,1
39,3,1194,1,1,1,1,3,5,4,5,5,5,5,5,5,4,1,0,0,1,1,1
23,1,1360,5,4,4,3,5,5,5,5,3,3,5,3,5,5,35,15,0,0,1,1
42,1,409,3,4,3,4,3,3,3,3,2,1,2,4,2,3,0,14,1,1,1,0
23,1,1325,2,2,2,4,2,2,5,2,1,2,4,3,3,2,0,0,0,0,1,0
18,1,463,3,2,3,2,2,3,2,2,1,4,3,4,3,2,0,11,0,0,1,0
25,1,235,3,4,0,3,4,0,4,4,4,4,5,5,5,4,0,0,1,1,0,0
61,3,2162,2,2,2,2,4,4,3,2,2,2,2,4,2,1,0,0,0,1,1,0
22,3,1009,4,3,4,2,2,4,2,2,4,5,4,3,4,2,17,10,0,0,1,1
49,3,2537,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0,1,1,1,1
21,1,937,0,4,0,3,2,0,2,2,4,2,1,4,5,2,49,29,1,1,1,1
41,3,2586,2,1,1,1,5,3,3,2,2,2,2,1,2,1,13,14,0,1,1,0
22,1,925,3,3,3,4,1,3,1,1,3,4,3,4,3,1,0,0,1,0,1,0
48,3,2351,5,5,5,5,5,4,5,2,2,2,2,4,2,3,72,72,0,1,1,1
40,3,1726,2,5,2,2,5,3,5,4,4,2,4,3,4,5,0,0,1,1,0,0
36,3,3024,4,4,4,4,5,4,2,3,3,4,3,1,3,1,6,0,1,1,1,1
44,3,1750,1,1,4,1,3,5,5,5,5,5,5,4,5,3,9,3,1,1,1,1
53,3,3119,2,2,4,2,2,5,5,1,1,2,1,5,1,4,0,0,1,1,1,1
28,1,896,4,5,4,3,2,4,2,2,3,2,5,3,5,2,0,0,1,1,0,1
55,1,1598,1,5,1,2,3,5,5,2,2,1,2,4,2,4,18,4,0,1,0,0
22,1,331,3,3,3,4,3,3,3,3,1,3,3,1,4,3,0,0,1,1,0,0
27,3,4963,0,0,0,3,0,5,2,5,2,4,5,2,3,2,0,0,0,0,1,1
23,1,2079,3,4,3,2,3,5,5,4,5,5,5,5,4,5,183,181,0,1,0,0
56,1,2125,1,2,1,4,4,1,4,4,1,3,4,1,4,4,4,0,1,1,0,0
18,1,422,3,3,3,3,2,3,2,2,3,3,2,3,1,2,0,0,0,0,1,0
21,1,1036,3,1,4,3,5,4,5,5,1,4,2,3,3,5,69,49,0,1,0,0
