Inflight wifi service,Online boarding,Age,Flight Distance,Baggage handling,Checkin service,Loyal Customer,Seat comfort,Business Travel,Inflight entertainment
2,2,40,787,5,3,1,2,0,2
1,4,65,646,1,1,1,4,1,1
1,1,40,241,3,4,1,1,1,1
3,3,41,158,5,3,1,5,0,4
4,5,45,3565,4,3,1,5,1,4
2,2,24,2176,4,2,1,5,0,1
1,5,30,1846,3,5,1,5,1,5
1,4,70,226,2,3,1,4,0,2
1,5,41,3636,4,5,1,4,1,4
1,1,35,442,3,3,1,3,0,3
3,2,37,255,4,1,0,1,1,1
4,5,43,2475,5,5,1,5,0,1
2,2,10,697,5,5,1,1,0,1
2,0,23,228,4,5,1,2,0,4
2,3,61,2378,2,1,1,4,1,2
1,2,30,481,4,2,1,1,1,1
4,4,58,372,4,3,0,5,1,5
3,3,14,377,4,5,1,1,0,1
3,4,51,3196,4,2,1,2,1,4
2,4,42,836,2,4,1,3,1,2
4,4,47,304,1,3,1,5,0,1
1,1,32,2278,3,2,1,1,1,1
3,3,25,373,3,4,0,1,1,1
3,5,39,1679,4,4,1,4,1,4
2,2,46,421,5,1,1,2,0,5
3,4,32,356,4,3,1,4,1,4
5,5,56,649,5,5,1,5,1,5
2,1,50,2173,2,2,1,3,1,2
5,1,47,588,5,5,1,4,1,5
5,5,51,1258,5,5,1,3,0,3
5,5,58,2473,5,4,1,5,1,5
1,2,39,2249,1,2,1,2,1,1
2,2,26,1135,3,2,0,4,1,4
1,1,31,151,4,1,1,1,1,2
1,1,36,529,3,1,0,1,1,1
0,5,44,1411,2,2,1,5,0,2
3,3,57,1947,4,5,1,2,0,2
3,3,32,3498,3,4,1,3,1,3
5,4,58,545,4,4,1,4,1,4
4,5,25,370,4,3,1,5,1,5
3,3,38,250,4,5,0,5,1,5
3,4,36,2194,4,2,1,1,1,4
5,5,38,180,1,5,1,5,1,5
3,2,24,1199,5,4,1,1,0,1
2,5,43,1666,3,4,1,5,1,3
5,4,46,1014,5,5,1,5,1,5
3,3,14,683,2,4,1,5,0,5
4,2,58,3365,5,2,1,2,1,4
5,5,51,1355,4,4,1,5,1,4
2,2,59,908,2,2,1,4,0,4
3,4,30,3239,3,4,1,3,1,3
3,3,42,710,4,4,0,2,1,2
4,4,15,1102,4,3,1,1,0,1
3,5,55,1352,4,5,1,4,0,4
3,3,58,1951,3,2,1,3,1,3
5,3,58,304,4,4,1,4,1,4
2,3,40,317,3,4,0,5,1,5
5,5,7,581,5,5,1,4,0,4
1,5,57,3575,4,3,1,5,1,4
3,4,65,406,2,5,1,5,0,2
5,5,42,728,1,5,1,5,1,5
3,3,21,843,3,2,0,4,1,4
3,3,32,3200,3,3,1,3,1,3
2,3,45,429,2,4,1,4,0,2
3,3,16,237,3,2,0,4,1,4
3,3,9,2978,4,3,1,3,1,3
1,4,77,404,3,4,0,4,1,3
2,2,27,192,4,1,0,2,1,2
3,3,26,353,1,3,0,2,1,2
5,5,44,484,2,4,1,1,1,2
4,1,11,2611,4,1,0,1,1,2
2,2,20,647,3,1,0,1,1,1
2,2,44,867,4,1,1,2,0,4
4,4,32,956,2,4,1,4,1,4
2,2,36,255,4,1,1,2,1,2
2,0,37,134,4,2,1,2,0,2
3,5,30,2901,5,3,1,5,1,5
3,1,69,90,3,1,1,2,0,3
3,4,23,689,4,3,0,4,1,4
4,4,24,762,4,4,1,5,1,5
5,5,10,669,4,5,0,1,1,2
1,4,30,1947,4,3,1,4,1,4
4,4,39,2521,4,3,0,1,1,1
1,5,34,2106,4,1,1,4,1,4
3,5,50,2347,5,4,1,4,1,5
4,2,67,3182,4,4,1,2,1,4
2,2,46,675,3,3,1,2,1,2
1,1,27,325,3,4,0,4,1,4
2,2,42,468,1,2,1,5,0,1
3,4,53,1790,4,4,1,4,1,4
3,3,43,2075,5,3,1,4,1,5
1,3,48,642,1,3,1,4,1,1
5,4,50,3795,3,2,1,2,1,4
4,1,46,249,4,3,1,5,1,4
4,4,44,594,4,1,1,4,1,4
5,4,29,3534,5,4,1,4,1,4
2,5,59,337,5,3,1,5,1,5
5,5,57,679,5,3,1,4,1,5
1,1,28,1332,4,1,0,3,1,5
1,1,27,528,4,3,0,3,1,3
2,2,41,563,5,3,1,2,0,2
1,5,47,874,5,3,1,5,1,5
5,5,64,281,1,2,1,4,1,4
4,4,20,438,2,4,0,5,1,2
3,3,22,853,5,3,1,4,0,4
2,4,54,2019,2,4,1,3,1,2
4,4,39,481,3,3,1,4,1,4
4,4,44,728,3,1,0,2,1,2
2,2,51,912,2,2,1,3,1,2
2,4,56,3240,5,4,1,5,1,4
4,4,27,928,4,4,1,5,0,5
3,5,40,1497,4,4,1,4,1,4
5,4,44,2891,5,4,1,4,1,5
2,3,72,237,3,3,0,3,1,4
3,1,43,262,3,2,1,3,1,3
3,2,47,1996,5,2,1,1,1,5
2,5,53,895,4,4,1,5,1,4
5,5,25,867,1,1,1,5,1,5
5,4,42,3301,4,5,1,4,1,5
4,4,19,190,4,1,1,4,1,4
3,3,42,1011,4,4,0,1,1,1
2,2,28,862,3,2,1,2,1,4
4,4,62,1034,5,4,1,4,1,4
2,2,29,957,4,4,0,2,1,1
0,1,62,1642,5,3,1,1,1,5
2,4,44,334,2,2,1,3,1,2
1,4,58,1797,1,1,1,3,1,1
3,4,46,316,4,5,1,4,1,4
4,4,57,910,3,5,1,4,1,3
1,4,50,1795,3,4,1,4,1,3
3,3,28,317,4,1,1,4,0,4
1,3,70,528,4,4,1,3,0,4
5,5,58,3952,5,4,1,5,1,5
2,4,63,589,4,1,1,4,0,4
2,4,35,1721,2,2,1,3,1,2
3,4,27,862,4,4,1,4,1,4
5,5,29,2075,5,5,0,3,1,3
4,4,29,1197,4,5,1,4,1,4
5,4,53,463,5,3,1,5,0,5
4,5,23,548,5,3,1,5,1,5
3,3,25,1008,5,2,0,2,1,2
2,2,26,1739,4,1,1,2,1,2
4,5,42,624,4,3,1,4,1,4
3,3,34,1709,2,2,1,3,1,3
3,5,51,1025,5,5,1,4,1,5
3,3,30,1744,4,4,0,1,1,1
2,4,54,2788,2,2,1,4,1,2
1,1,49,185,3,2,1,2,1,2
2,2,50,239,4,1,1,3,0,4
2,2,22,1013,3,1,1,2,1,2
3,2,35,872,4,4,0,2,1,2
3,5,45,2520,4,3,1,5,1,4
4,3,50,190,4,2,1,5,1,4
1,1,40,642,2,2,1,3,0,3
1,4,46,2367,2,5,1,4,0,2
5,5,57,570,4,3,1,5,1,4
3,5,46,404,3,5,1,4,1,3
1,4,52,1838,5,4,1,4,1,5
3,5,61,363,1,5,1,5,0,1
3,3,26,139,4,4,1,1,0,2
3,3,36,101,1,5,0,2,1,2
0,0,23,413,1,5,0,1,1,1
2,1,39,2486,3,1,1,5,1,3
4,4,23,528,5,4,0,4,1,3
4,4,60,1211,1,5,0,1,1,1
2,2,53,481,2,4,1,2,1,2
2,2,25,1750,2,3,0,2,1,2
2,3,67,551,3,3,1,2,0,3
2,3,47,1947,4,5,1,5,1,4
4,4,25,521,5,4,1,4,1,4
5,5,43,481,5,3,1,5,1,5
4,4,60,1205,4,5,1,5,1,4
2,4,43,3404,4,5,1,5,1,4
3,5,33,1924,4,1,1,5,1,5
4,2,47,363,5,4,1,5,1,5
3,3,38,402,1,2,1,3,1,3
2,4,44,146,2,2,1,3,1,2
1,1,27,737,3,2,0,1,1,1
3,3,37,419,3,2,1,1,0,1
2,2,11,922,5,5,1,3,0,3
3,5,45,3398,4,5,1,4,1,4
4,4,40,200,4,3,1,4,1,4
5,3,55,3413,5,1,1,3,1,5
3,3,28,895,4,5,1,3,0,2
2,2,20,305,4,2,0,4,1,4
5,5,49,964,5,5,0,5,1,5
3,3,50,127,4,4,0,5,1,5
1,5,69,531,1,3,1,4,0,2
4,2,57,337,4,4,1,3,1,4
4,5,52,2617,5,4,1,4,1,5
2,2,24,248,3,1,0,2,1,2
3,3,22,1235,4,3,1,4,0,3
2,4,33,1972,4,5,1,5,1,5
3,3,50,2475,5,4,1,5,1,5
3,3,40,1129,3,3,1,2,0,2
1,4,32,680,4,4,1,4,1,4
2,4,57,1020,1,1,1,2,0,1
1,3,62,192,1,3,1,3,1,1
2,4,63,448,4,3,1,5,1,4
3,3,38,1652,5,5,0,5,1,5
4,4,36,271,4,3,1,4,1,4
4,5,24,1182,5,3,0,2,1,2
1,5,30,1524,2,2,1,3,1,5
1,1,17,954,4,1,1,1,1,4
2,2,45,115,5,2,0,4,1,4
3,3,53,425,4,2,1,3,0,4
2,2,52,1620,3,3,1,2,1,2
2,2,32,204,4,3,1,2,1,2
4,4,18,2521,3,2,1,4,0,4
5,5,59,2635,5,5,1,5,1,5
1,4,57,2133,1,2,1,3,1,1
1,1,64,1010,4,1,1,1,1,4
2,3,80,436,2,4,1,3,1,2
1,3,61,599,5,3,1,4,0,5
2,5,60,1195,5,4,1,5,0,5
3,4,45,549,3,1,1,4,1,3
3,3,26,213,4,4,0,2,1,2
1,1,24,3780,2,2,1,1,1,1
2,4,58,967,3,4,1,5,1,3
5,3,27,786,4,4,1,3,1,3
4,4,14,102,4,5,1,3,0,3
2,2,14,214,5,4,1,3,0,3
3,4,26,1050,3,3,1,3,1,3
3,1,20,435,2,1,1,1,0,1
0,1,29,2342,3,3,0,4,1,5
2,2,39,1476,3,2,1,1,0,1
4,4,35,2304,4,5,1,4,1,4
3,3,15,1183,4,2,0,1,1,4
5,5,39,287,1,4,1,5,1,5
4,5,55,2426,4,4,1,4,1,4
5,5,28,1197,4,5,1,5,0,5
3,3,51,997,4,3,1,5,0,5
4,4,58,594,4,5,1,1,0,4
4,5,27,2000,3,4,1,3,1,3
2,3,34,1744,3,4,0,4,1,4
4,4,35,1009,2,4,0,3,1,4
3,2,15,737,5,3,1,2,0,2
4,4,26,528,4,5,0,2,1,2
4,4,23,399,1,1,1,1,1,4
3,3,62,296,3,1,0,5,1,5
5,5,29,414,4,4,0,1,1,1
3,3,33,128,3,2,0,1,1,1
3,2,25,345,5,5,0,1,1,1
2,2,38,327,4,3,1,4,0,4
3,3,34,821,3,1,0,4,1,4
2,5,34,1511,4,3,1,3,1,4
3,3,30,1522,4,3,0,5,1,5
1,4,28,2430,4,4,1,4,1,4
5,5,47,368,2,4,1,4,1,4
2,5,53,1121,5,3,1,4,0,5
2,2,45,168,5,3,0,3,1,3
3,3,49,862,5,3,1,3,0,3
1,5,33,618,4,2,1,2,0,5
4,4,39,460,5,5,1,3,0,5
2,3,29,1428,3,4,1,3,1,3
2,2,56,196,4,4,0,2,1,2
1,1,26,872,2,5,0,1,1,4
1,0,59,190,4,4,1,5,0,5
0,1,21,534,2,3,1,2,1,2
2,5,48,2513,5,5,1,5,1,5
0,0,23,602,4,4,0,5,1,5
2,4,40,1136,4,3,1,4,1,4
3,3,19,1771,2,2,1,3,0,3
3,3,39,1127,3,3,1,3,1,3
3,3,21,761,4,3,1,3,0,3
5,5,18,345,5,3,1,1,0,1
2,4,46,2382,5,3,1,4,1,5
2,5,45,1431,4,5,1,4,1,4
3,5,34,1074,3,1,1,1,1,3
1,1,33,259,4,2,1,2,0,2
2,2,22,229,3,4,0,2,1,2
3,5,60,1726,5,5,1,5,0,5
3,1,55,528,1,5,1,5,0,1
0,4,48,341,1,3,1,5,1,1
5,4,35,315,4,5,1,5,1,4
5,5,9,239,2,2,1,1,0,1
3,3,34,328,4,3,1,3,0,4
2,5,25,2906,4,1,1,5,1,5
3,3,23,1590,3,5,1,1,0,1
4,2,56,414,3,3,1,3,0,3
4,4,54,181,1,2,1,5,1,5
0,5,57,2195,2,3,1,4,1,4
2,2,7,460,3,4,1,1,0,5
2,2,65,397,3,1,1,2,1,2
3,3,46,1235,1,4,1,4,0,1
5,5,58,954,4,4,1,5,1,4
1,5,54,3630,5,4,1,4,1,5
3,3,59,1123,4,4,1,1,0,4
4,5,40,158,5,4,1,4,1,5
3,3,32,867,5,1,1,2,0,4
3,3,7,1076,4,4,1,3,1,3
1,1,53,399,4,3,1,2,0,2
2,2,61,1619,5,5,1,3,1,5
3,4,69,460,5,4,1,4,0,5
2,2,51,528,4,4,1,2,1,2
2,5,16,3104,5,5,1,5,1,5
3,5,44,3339,4,3,1,5,1,4
3,5,45,484,5,4,1,5,0,4
2,5,59,383,1,4,1,4,0,1
3,3,22,543,3,4,0,2,1,2
3,3,47,3425,3,2,1,3,1,3
4,4,50,3073,5,1,1,3,1,5
2,2,24,1096,3,4,1,1,1,2
2,2,46,867,2,3,1,5,0,5
1,4,22,2055,3,4,1,1,1,4
4,4,15,1541,3,1,1,4,1,4
5,1,53,1972,1,1,1,1,0,1
1,1,32,1009,5,4,1,4,0,4
1,1,42,1013,4,4,0,3,1,3
2,2,28,581,4,5,1,2,1,2
2,5,52,2202,4,3,1,5,1,4
3,5,54,3149,4,5,1,4,1,4
2,2,20,2065,3,4,1,3,0,3
5,4,18,872,4,2,1,4,0,4
2,2,19,666,3,4,1,4,0,4
4,4,64,607,5,3,1,3,0,3
3,3,69,895,5,4,1,3,0,5
1,3,54,2611,4,3,1,3,1,5
2,3,55,588,4,4,1,3,0,1
1,1,67,957,4,3,1,3,0,3
5,4,29,2471,4,4,1,4,1,4
5,5,24,726,4,4,1,5,1,5
1,1,55,199,3,2,1,2,1,3
5,5,45,842,5,5,0,5,1,5
2,2,24,1900,2,1,1,2,1,2
3,4,56,247,3,3,1,4,1,3
4,4,38,288,4,1,1,4,1,4
3,3,57,842,4,1,1,3,0,4
3,3,16,937,5,4,1,5,0,5
3,3,48,502,4,3,1,3,1,3
4,4,39,771,4,3,1,3,1,4
5,5,18,253,2,1,1,4,1,5
2,5,46,1185,4,1,1,1,0,4
1,1,25,1020,5,3,1,5,0,1
4,4,33,462,5,5,1,4,0,4
5,4,18,515,4,3,1,4,1,4
3,3,26,253,3,1,0,5,1,5
3,3,42,1972,4,3,1,4,1,4
3,3,20,533,2,2,0,4,1,3
4,4,31,123,2,1,1,4,1,4
2,5,24,680,5,5,1,5,1,5
2,1,39,296,3,3,1,5,0,2
2,5,44,2496,5,3,1,2,1,5
2,3,42,666,4,3,1,1,0,1
2,2,33,588,5,1,0,2,1,4
2,2,26,304,4,5,0,5,1,5
3,4,52,622,5,5,1,4,1,5
2,4,51,2617,2,4,1,4,1,2
4,4,16,4000,4,3,1,4,1,4
1,2,60,444,2,4,1,5,0,5
2,2,13,602,5,4,1,2,0,5
2,2,9,2425,4,5,1,2,0,2
2,2,19,2248,3,5,1,1,0,1
4,4,41,1065,2,1,1,4,1,4
0,0,29,1422,5,4,0,3,1,1
2,5,42,436,4,4,1,4,1,4
1,1,43,192,4,4,0,1,1,1
3,4,41,2231,4,5,1,4,1,4
3,3,35,1009,3,2,0,4,1,4
3,2,48,1452,2,2,1,4,0,2
2,2,20,449,4,4,1,1,0,1
3,4,59,280,1,5,1,4,0,1
3,5,55,1825,4,4,1,5,1,4
3,3,41,462,2,3,1,3,1,1
2,2,48,1235,4,5,1,1,0,2
1,3,68,786,1,4,1,4,1,1
3,3,36,1754,1,1,1,1,0,1
3,4,48,639,3,4,1,3,0,3
4,4,25,817,2,3,0,3,1,3
2,2,85,187,4,4,1,4,1,3
0,5,62,345,5,4,1,4,1,5
1,1,42,1506,3,4,1,1,1,1
0,0,22,203,3,4,0,2,1,1
4,4,56,541,4,4,1,4,1,4
4,4,10,224,4,3,1,2,0,2
2,2,49,846,5,4,1,4,0,4
2,2,14,984,4,1,0,4,1,4
4,3,56,766,4,1,1,5,1,4
2,2,7,409,4,4,1,5,0,5
1,4,71,3465,1,1,1,3,1,5
4,5,25,1481,4,4,1,5,1,5
2,2,40,683,5,5,0,2,1,2
2,2,15,453,1,1,0,4,1,4
5,4,48,1121,2,4,1,5,1,2
2,4,42,328,1,3,1,4,0,4
3,3,21,733,3,1,0,1,1,1
1,2,52,483,3,1,1,4,0,3
5,5,27,337,5,3,1,3,0,3
3,4,28,526,4,4,1,4,1,4
2,2,12,942,3,2,0,1,1,1
1,3,59,458,2,4,1,2,0,2
0,4,46,259,4,4,1,5,1,4
5,4,29,2365,4,4,1,4,1,4
3,3,70,928,3,4,1,2,0,2
4,4,14,212,2,3,1,2,0,2
3,3,47,728,3,4,1,3,1,3
1,4,46,744,5,3,1,1,1,5
3,5,61,964,2,4,1,4,0,2
3,3,22,476,5,5,0,1,1,1
2,2,48,708,1,5,0,2,1,2
4,4,31,547,2,1,1,4,0,1
3,3,17,289,4,3,1,4,0,4
3,5,48,1448,5,3,1,5,1,5
3,3,9,967,2,3,1,4,0,4
3,3,15,1773,4,1,1,3,0,3
4,4,13,1744,2,3,0,3,1,3
1,1,7,1565,5,4,1,3,0,3
4,4,48,749,5,4,0,2,1,5
2,0,55,181,4,5,1,5,0,5
2,4,27,954,4,5,1,4,1,4
2,5,48,550,1,4,1,5,0,1
3,3,63,337,4,3,1,3,1,4
3,3,59,201,3,2,1,3,0,3
2,2,38,416,3,2,1,3,0,3
3,2,47,371,4,1,1,4,1,4
3,4,46,2075,3,4,1,5,1,3
5,5,31,612,3,2,1,1,0,1
4,4,19,3979,4,3,1,4,1,4
4,4,24,187,2,2,0,1,1,1
5,5,37,156,2,1,1,5,1,5
4,5,39,3993,5,4,1,5,1,5
3,4,58,432,5,3,1,4,0,2
5,5,52,3097,4,3,1,4,1,4
2,3,7,723,3,1,1,2,1,2
2,3,52,241,2,4,1,2,1,2
2,4,54,2248,1,4,1,4,1,5
3,3,57,2056,5,2,1,1,1,5
1,1,30,1652,3,1,0,1,1,1
4,4,11,3130,4,4,1,4,1,4
5,1,50,370,3,1,1,2,0,2
2,2,36,944,5,3,1,4,0,4
3,5,18,173,5,5,1,5,0,5
5,5,39,495,5,3,1,4,1,5
2,2,38,765,4,1,0,4,1,5
2,2,19,1242,5,3,0,2,1,2
1,1,66,1744,4,5,1,3,0,3
3,3,8,678,3,2,0,4,1,5
3,3,27,846,4,3,1,3,0,5
2,2,29,533,4,3,0,1,1,1
2,3,9,2565,2,3,1,2,1,2
3,5,39,1609,4,5,1,4,1,4
4,4,28,1784,4,4,1,4,1,4
3,5,31,361,5,4,1,5,0,5
3,4,14,1171,5,4,1,4,0,5
3,3,48,1014,3,2,1,2,1,3
2,2,47,804,5,2,1,2,0,5
4,4,46,1754,3,4,1,4,0,3
1,4,31,3222,4,5,1,4,1,4
2,2,11,246,4,4,1,2,0,2
2,2,36,669,3,4,1,2,0,5
1,1,39,266,4,1,1,4,0,4
4,4,46,413,2,5,1,4,1,4
2,3,44,326,1,2,1,5,0,1
2,4,58,1190,2,3,1,3,1,2
1,1,13,337,4,3,1,3,0,3
4,5,23,946,5,4,1,4,1,4
2,2,38,109,5,1,0,4,1,4
3,4,42,3019,4,3,1,4,1,4
2,5,22,1744,4,4,1,4,1,4
1,1,26,1235,3,1,1,1,1,1
4,3,49,873,4,3,1,3,1,4
5,4,25,689,5,3,1,4,1,4
5,5,39,67,5,5,1,5,0,5
4,4,61,746,5,4,1,4,0,4
1,2,29,3604,5,5,1,2,1,2
2,2,16,802,3,2,0,5,1,5
2,5,69,119,2,4,1,3,0,2
2,3,52,2708,4,3,1,1,1,4
4,4,33,2151,5,5,1,4,1,4
4,4,63,248,4,5,1,1,0,1
1,4,26,1977,4,4,1,4,1,4
3,5,53,3574,5,3,1,4,1,4
2,2,9,1368,4,1,0,3,1,5
2,5,53,2489,5,3,1,1,1,5
5,5,60,353,5,5,1,4,1,5
2,2,28,1846,4,5,0,1,1,1
2,3,51,612,3,4,1,3,0,3
1,1,9,130,4,3,1,4,0,3
3,5,52,3984,3,3,1,4,1,3
5,5,24,110,5,5,0,5,1,5
4,4,54,2551,2,3,1,5,1,2
2,3,45,461,2,2,1,3,1,2
3,3,27,3693,4,2,1,3,1,3
3,3,25,809,3,1,1,3,0,3
4,4,22,621,4,4,1,2,0,2
4,4,22,235,5,3,1,5,0,2
4,5,50,3610,5,4,1,5,1,5
3,3,23,763,3,1,1,3,1,3
2,4,41,746,4,3,1,5,1,4
2,3,56,1136,5,1,1,5,0,5
2,5,48,2548,2,3,1,5,1,2
4,4,19,868,1,5,1,5,0,5
0,5,39,319,4,5,1,5,1,4
3,3,14,692,4,3,1,5,0,5
3,5,21,1977,4,5,1,5,1,5
3,3,46,1250,3,1,1,3,1,3
2,2,24,304,5,3,0,1,1,1
2,4,39,748,2,4,1,3,1,2
2,4,39,2588,4,4,1,4,1,5
3,3,32,359,5,5,1,2,0,2
0,0,22,533,4,5,0,3,1,3
1,2,48,139,5,2,1,2,0,4
4,4,36,1846,3,3,0,4,1,4
4,4,17,395,2,4,1,3,0,3
0,0,33,1024,4,5,1,5,1,5
1,1,23,282,3,2,0,4,1,4
3,3,29,689,5,3,1,5,0,5
1,3,63,2419,3,3,1,3,0,1
1,3,46,1739,1,1,1,2,1,1
1,1,43,946,5,1,1,5,1,5
2,4,34,1732,4,3,1,5,1,4
4,5,68,488,5,3,1,5,0,5
3,3,26,1044,5,2,0,2,1,2
3,2,39,639,4,4,1,2,0,2
2,3,51,313,2,1,1,3,1,2
5,5,56,346,5,2,1,3,1,5
2,4,41,580,3,3,1,4,1,3
2,5,30,3302,2,5,1,4,1,5
2,2,51,3105,4,2,1,2,1,1
3,4,30,2946,2,5,1,4,1,4
0,5,68,405,3,3,1,4,0,3
1,5,55,3850,4,3,1,4,1,4
4,3,59,432,4,1,1,3,1,4
4,4,28,1050,4,4,1,5,0,5
2,4,47,1200,2,4,1,4,0,2
1,4,55,383,1,4,1,3,1,1
2,2,34,624,3,2,1,5,0,5
2,2,12,728,4,1,1,4,0,4
5,2,45,1504,5,4,1,2,1,5
3,4,63,1235,3,3,1,3,1,3
4,1,19,200,3,1,1,4,1,1
4,4,62,383,3,3,1,4,1,4
3,5,66,164,5,5,1,4,0,5
2,4,65,258,5,5,1,3,0,3
4,4,24,933,4,5,1,4,0,4
2,4,42,3381,5,5,1,4,1,5
2,4,35,1086,5,3,1,4,1,5
4,4,69,1389,3,3,1,5,0,3
1,2,40,2555,5,1,1,2,1,5
1,2,19,2227,4,3,1,3,0,4
4,4,47,954,4,2,1,1,1,4
3,2,48,483,3,2,1,3,0,3
3,2,55,1739,3,2,1,3,1,3
0,0,58,296,4,3,1,3,0,3
3,4,48,325,5,4,1,4,1,5
2,2,24,622,5,4,1,3,0,3
3,3,18,308,4,5,1,1,0,1
3,3,15,2358,5,3,1,3,0,4
1,1,59,725,3,4,1,1,0,5
2,5,28,883,5,4,1,5,1,5
3,3,17,1276,4,4,0,2,1,2
5,5,57,1144,5,4,0,3,1,3
5,5,53,1185,5,4,1,5,1,5
3,4,66,977,4,3,1,4,0,4
1,4,64,290,1,2,1,3,0,1
3,3,38,2611,4,3,1,3,1,3
1,4,32,468,5,5,1,4,1,4
4,5,68,259,2,5,1,5,0,2
1,4,45,1823,4,4,1,4,1,4
2,2,19,862,4,3,1,1,0,1
4,3,64,731,3,3,1,3,0,5
2,2,40,626,3,4,1,5,0,5
1,1,33,836,4,5,1,4,0,4
4,4,40,1325,5,5,1,5,1,5
1,3,35,405,1,4,1,3,1,1
5,3,36,2203,3,2,1,5,1,3
0,0,30,240,5,3,1,3,1,3
5,4,19,491,1,2,1,4,1,4
2,3,37,2630,2,4,1,3,1,2
3,5,38,3522,3,4,1,4,1,3
3,2,53,2218,3,2,1,4,1,3
2,2,39,1075,4,5,1,1,0,1
3,3,26,78,4,1,1,2,0,2
5,5,57,3470,4,4,1,5,1,4
2,2,67,507,5,5,1,1,0,1
3,3,28,3409,1,3,1,3,1,3
1,1,38,224,4,4,0,4,1,4
5,5,37,373,4,1,1,4,1,4
3,4,27,733,4,4,1,4,1,4
0,0,30,399,1,5,1,3,1,3
3,2,39,213,4,5,1,2,1,5
5,5,19,2388,1,5,1,4,1,4
0,0,64,226,5,3,1,5,0,5
4,4,69,2583,4,2,1,2,0,4
1,1,33,812,2,4,1,1,0,1
4,5,51,1371,4,5,1,4,1,4
5,5,44,190,5,4,0,4,1,4
3,3,41,2903,3,2,1,2,1,3
1,3,26,862,1,3,0,3,1,1
4,5,46,331,3,1,1,2,1,3
0,0,31,591,2,4,1,4,1,4
2,4,22,2329,3,5,1,4,1,4
1,1,16,174,4,1,0,5,1,5
1,3,55,1171,5,3,1,4,0,1
4,5,53,3137,4,2,1,1,1,4
4,4,36,1635,4,5,0,4,1,4
4,4,30,1924,1,5,1,3,1,3
1,1,22,661,5,5,1,2,0,3
2,2,9,287,3,2,1,1,0,1
3,4,32,2246,5,3,1,4,1,4
1,5,55,3111,2,4,1,4,1,2
2,2,17,451,3,1,1,2,0,2
4,4,47,547,2,3,1,4,1,4
2,2,42,2475,3,1,0,1,1,1
3,3,22,1034,5,5,0,1,1,1
1,5,35,1620,4,5,1,4,1,4
3,3,39,577,5,3,1,2,0,2
2,2,44,306,4,2,0,1,1,1
2,4,42,399,4,1,1,5,1,4
3,4,60,1908,4,4,1,4,1,4
3,5,50,3926,5,3,1,5,1,5
2,4,57,304,3,5,1,4,0,3
2,2,19,455,5,4,1,2,0,2
1,1,30,1919,4,3,0,1,1,1
3,3,51,1190,3,1,1,3,1,3
1,1,50,657,4,1,0,3,1,3
2,2,24,384,4,4,0,2,1,2
2,4,55,125,5,3,1,4,1,4
2,2,54,83,3,3,0,3,1,3
1,3,69,2230,1,3,1,4,1,1
4,3,48,1709,3,3,1,2,1,3
5,5,18,649,5,5,0,3,1,3
4,4,67,460,1,2,1,4,0,1
4,5,37,2489,5,4,1,5,1,5
4,3,35,1744,3,4,1,4,0,4
3,5,52,3136,4,3,1,5,1,4
2,5,48,3375,5,3,1,5,1,5
3,3,28,577,4,5,1,1,0,1
2,2,12,134,5,5,1,1,0,1
3,4,60,3956,3,1,1,4,1,1
3,4,59,1741,5,4,1,4,1,5
5,3,19,460,3,3,1,2,0,4
5,4,29,190,4,3,0,1,1,1
3,3,30,67,3,2,0,4,1,4
4,4,29,1144,5,4,1,4,1,4
5,5,55,1199,2,3,1,5,1,2
2,4,43,1919,2,1,1,3,1,2
2,4,40,3194,4,5,1,4,1,4
2,4,55,102,2,2,1,2,1,2
3,5,39,594,4,4,1,5,1,4
2,4,58,2637,4,3,1,5,1,4
0,4,53,214,5,3,1,5,1,5
3,5,52,1212,4,3,1,4,1,4
5,5,23,558,3,2,0,3,1,3
1,4,41,210,4,5,1,5,1,3
4,4,45,362,4,2,1,4,1,4
3,3,54,404,4,3,1,1,0,2
1,4,22,2426,3,3,1,1,1,3
5,5,52,368,4,3,1,5,1,4
1,1,15,335,5,4,1,4,0,4
0,0,26,526,5,5,0,2,1,2
3,3,62,587,3,2,1,5,0,5
1,3,61,2535,5,3,1,5,1,4
2,2,54,862,3,1,1,2,1,2
2,0,14,143,4,3,1,5,0,3
1,0,27,308,5,1,0,1,1,1
4,4,57,2170,4,3,1,4,1,4
4,4,36,913,4,4,1,3,0,3
3,3,14,872,3,3,1,4,1,3
2,3,33,2083,2,4,1,4,1,2
3,3,43,945,3,2,1,5,0,5
2,2,14,212,4,1,1,1,0,1
5,5,35,173,3,2,1,5,1,5
5,5,57,106,5,3,1,4,0,5
4,4,40,1042,4,1,1,4,1,4
3,3,28,1021,4,2,1,3,1,3
4,1,52,3282,5,2,1,3,1,5
2,2,27,2434,4,3,1,2,1,2
2,4,57,2403,2,1,1,3,1,2
5,5,40,95,2,4,0,2,1,2
3,4,25,954,2,1,1,4,1,4
1,1,30,187,4,2,0,3,1,4
2,4,49,534,2,3,1,4,1,2
1,1,32,937,4,2,0,3,1,1
5,4,48,3605,5,4,1,5,1,5
3,4,43,2716,2,3,1,4,1,2
3,4,38,577,4,5,1,3,0,4
3,3,46,511,5,4,1,1,0,1
5,5,26,935,5,3,0,1,1,1
4,1,77,3883,3,1,1,4,1,3
4,4,13,965,4,3,1,5,0,5
1,1,33,562,3,1,1,4,0,4
